dataset	gene	tree_file	rf	nrf
SongD1	gene195	RAxML_bestTree.gene195	30.0	0.4411764705882353
SongD1	gene196	RAxML_bestTree.gene196	18.0	0.2647058823529412
SongD1	gene198	RAxML_bestTree.gene198	8.0	0.11764705882352941
SongD1	gene2	RAxML_bestTree.gene2	16.0	0.23529411764705882
SongD1	gene20	RAxML_bestTree.gene20	24.0	0.35294117647058826
SongD1	gene201	RAxML_bestTree.gene201	12.0	0.17647058823529413
SongD1	gene202	RAxML_bestTree.gene202	16.0	0.23529411764705882
SongD1	gene203	RAxML_bestTree.gene203	38.0	0.5588235294117647
SongD1	gene204	RAxML_bestTree.gene204	24.0	0.35294117647058826
SongD1	gene205	RAxML_bestTree.gene205	16.0	0.23529411764705882
SongD1	gene206	RAxML_bestTree.gene206	10.0	0.14705882352941177
SongD1	gene207	RAxML_bestTree.gene207	14.0	0.20588235294117646
SongD1	gene208	RAxML_bestTree.gene208	32.0	0.47058823529411764
SongD1	gene21	RAxML_bestTree.gene21	20.0	0.29411764705882354
SongD1	gene210	RAxML_bestTree.gene210	14.0	0.20588235294117646
SongD1	gene211	RAxML_bestTree.gene211	18.0	0.2647058823529412
SongD1	gene212	RAxML_bestTree.gene212	12.0	0.17647058823529413
SongD1	gene213	RAxML_bestTree.gene213	14.0	0.20588235294117646
SongD1	gene214	RAxML_bestTree.gene214	8.0	0.11764705882352941
SongD1	gene215	RAxML_bestTree.gene215	16.0	0.23529411764705882
SongD1	gene216	RAxML_bestTree.gene216	30.0	0.4411764705882353
SongD1	gene217	RAxML_bestTree.gene217	14.0	0.20588235294117646
SongD1	gene218	RAxML_bestTree.gene218	12.0	0.17647058823529413
SongD1	gene219	RAxML_bestTree.gene219	38.0	0.5588235294117647
SongD1	gene22	RAxML_bestTree.gene22	20.0	0.29411764705882354
SongD1	gene220	RAxML_bestTree.gene220	26.0	0.38235294117647056
SongD1	gene221	RAxML_bestTree.gene221	18.0	0.2647058823529412
SongD1	gene222	RAxML_bestTree.gene222	14.0	0.20588235294117646
SongD1	gene223	RAxML_bestTree.gene223	12.0	0.17647058823529413
SongD1	gene224	RAxML_bestTree.gene224	16.0	0.23529411764705882
SongD1	gene225	RAxML_bestTree.gene225	16.0	0.23529411764705882
SongD1	gene226	RAxML_bestTree.gene226	10.0	0.14705882352941177
SongD1	gene227	RAxML_bestTree.gene227	22.0	0.3235294117647059
SongD1	gene228	RAxML_bestTree.gene228	12.0	0.17647058823529413
SongD1	gene229	RAxML_bestTree.gene229	26.0	0.38235294117647056
SongD1	gene23	RAxML_bestTree.gene23	22.0	0.3235294117647059
SongD1	gene230	RAxML_bestTree.gene230	16.0	0.23529411764705882
SongD1	gene231	RAxML_bestTree.gene231	22.0	0.3235294117647059
SongD1	gene233	RAxML_bestTree.gene233	6.0	0.08823529411764706
SongD1	gene234	RAxML_bestTree.gene234	14.0	0.20588235294117646
SongD1	gene235	RAxML_bestTree.gene235	30.0	0.4411764705882353
SongD1	gene236	RAxML_bestTree.gene236	4.0	0.058823529411764705
SongD1	gene237	RAxML_bestTree.gene237	10.0	0.14705882352941177
SongD1	gene238	RAxML_bestTree.gene238	14.0	0.20588235294117646
SongD1	gene239	RAxML_bestTree.gene239	22.0	0.3235294117647059
SongD1	gene24	RAxML_bestTree.gene24	32.0	0.47058823529411764
SongD1	gene240	RAxML_bestTree.gene240	26.0	0.38235294117647056
SongD1	gene241	RAxML_bestTree.gene241	12.0	0.17647058823529413
SongD1	gene242	RAxML_bestTree.gene242	12.0	0.17647058823529413
SongD1	gene243	RAxML_bestTree.gene243	16.0	0.23529411764705882
SongD1	gene244	RAxML_bestTree.gene244	20.0	0.29411764705882354
SongD1	gene245	RAxML_bestTree.gene245	20.0	0.29411764705882354
SongD1	gene246	RAxML_bestTree.gene246	14.0	0.20588235294117646
SongD1	gene247	RAxML_bestTree.gene247	14.0	0.20588235294117646
SongD1	gene248	RAxML_bestTree.gene248	16.0	0.23529411764705882
SongD1	gene249	RAxML_bestTree.gene249	16.0	0.23529411764705882
SongD1	gene25	RAxML_bestTree.gene25	16.0	0.23529411764705882
SongD1	gene250	RAxML_bestTree.gene250	16.0	0.23529411764705882
SongD1	gene251	RAxML_bestTree.gene251	16.0	0.23529411764705882
SongD1	gene252	RAxML_bestTree.gene252	20.0	0.29411764705882354
SongD1	gene253	RAxML_bestTree.gene253	18.0	0.2647058823529412
SongD1	gene254	RAxML_bestTree.gene254	14.0	0.20588235294117646
SongD1	gene255	RAxML_bestTree.gene255	14.0	0.20588235294117646
SongD1	gene256	RAxML_bestTree.gene256	20.0	0.29411764705882354
SongD1	gene258	RAxML_bestTree.gene258	24.0	0.35294117647058826
SongD1	gene259	RAxML_bestTree.gene259	34.0	0.5
SongD1	gene26	RAxML_bestTree.gene26	42.0	0.6176470588235294
SongD1	gene260	RAxML_bestTree.gene260	12.0	0.17647058823529413
SongD1	gene261	RAxML_bestTree.gene261	16.0	0.23529411764705882
SongD1	gene262	RAxML_bestTree.gene262	10.0	0.14705882352941177
SongD1	gene263	RAxML_bestTree.gene263	40.0	0.5882352941176471
SongD1	gene264	RAxML_bestTree.gene264	8.0	0.11764705882352941
SongD1	gene265	RAxML_bestTree.gene265	10.0	0.14705882352941177
SongD1	gene266	RAxML_bestTree.gene266	26.0	0.38235294117647056
SongD1	gene267	RAxML_bestTree.gene267	14.0	0.20588235294117646
SongD1	gene269	RAxML_bestTree.gene269	34.0	0.5
SongD1	gene27	RAxML_bestTree.gene27	20.0	0.29411764705882354
SongD1	gene270	RAxML_bestTree.gene270	14.0	0.20588235294117646
SongD1	gene271	RAxML_bestTree.gene271	10.0	0.14705882352941177
SongD1	gene272	RAxML_bestTree.gene272	26.0	0.38235294117647056
SongD1	gene273	RAxML_bestTree.gene273	16.0	0.23529411764705882
SongD1	gene274	RAxML_bestTree.gene274	16.0	0.23529411764705882
SongD1	gene275	RAxML_bestTree.gene275	26.0	0.38235294117647056
SongD1	gene276	RAxML_bestTree.gene276	24.0	0.35294117647058826
SongD1	gene277	RAxML_bestTree.gene277	32.0	0.47058823529411764
SongD1	gene278	RAxML_bestTree.gene278	14.0	0.20588235294117646
SongD1	gene279	RAxML_bestTree.gene279	12.0	0.17647058823529413
SongD1	gene28	RAxML_bestTree.gene28	12.0	0.17647058823529413
SongD1	gene280	RAxML_bestTree.gene280	24.0	0.35294117647058826
SongD1	gene281	RAxML_bestTree.gene281	32.0	0.47058823529411764
SongD1	gene282	RAxML_bestTree.gene282	24.0	0.35294117647058826
SongD1	gene283	RAxML_bestTree.gene283	8.0	0.11764705882352941
SongD1	gene284	RAxML_bestTree.gene284	14.0	0.20588235294117646
SongD1	gene285	RAxML_bestTree.gene285	20.0	0.29411764705882354
SongD1	gene286	RAxML_bestTree.gene286	14.0	0.20588235294117646
SongD1	gene287	RAxML_bestTree.gene287	26.0	0.38235294117647056
SongD1	gene288	RAxML_bestTree.gene288	6.0	0.08823529411764706
SongD1	gene289	RAxML_bestTree.gene289	22.0	0.3235294117647059
SongD1	gene29	RAxML_bestTree.gene29	12.0	0.17647058823529413
SongD1	gene290	RAxML_bestTree.gene290	8.0	0.11764705882352941
SongD1	gene291	RAxML_bestTree.gene291	12.0	0.17647058823529413
SongD1	gene292	RAxML_bestTree.gene292	28.0	0.4117647058823529
SongD1	gene293	RAxML_bestTree.gene293	12.0	0.17647058823529413
SongD1	gene294	RAxML_bestTree.gene294	10.0	0.14705882352941177
SongD1	gene295	RAxML_bestTree.gene295	16.0	0.23529411764705882
SongD1	gene296	RAxML_bestTree.gene296	18.0	0.2647058823529412
SongD1	gene297	RAxML_bestTree.gene297	12.0	0.17647058823529413
SongD1	gene298	RAxML_bestTree.gene298	22.0	0.3235294117647059
SongD1	gene299	RAxML_bestTree.gene299	14.0	0.20588235294117646
SongD1	gene3	RAxML_bestTree.gene3	12.0	0.17647058823529413
SongD1	gene30	RAxML_bestTree.gene30	12.0	0.17647058823529413
SongD1	gene300	RAxML_bestTree.gene300	40.0	0.5882352941176471
SongD1	gene301	RAxML_bestTree.gene301	28.0	0.4117647058823529
SongD1	gene302	RAxML_bestTree.gene302	16.0	0.23529411764705882
SongD1	gene303	RAxML_bestTree.gene303	18.0	0.2647058823529412
SongD1	gene304	RAxML_bestTree.gene304	16.0	0.23529411764705882
SongD1	gene305	RAxML_bestTree.gene305	38.0	0.5588235294117647
SongD1	gene306	RAxML_bestTree.gene306	12.0	0.17647058823529413
SongD1	gene307	RAxML_bestTree.gene307	22.0	0.3235294117647059
SongD1	gene308	RAxML_bestTree.gene308	8.0	0.11764705882352941
SongD1	gene309	RAxML_bestTree.gene309	16.0	0.23529411764705882
SongD1	gene31	RAxML_bestTree.gene31	12.0	0.17647058823529413
SongD1	gene310	RAxML_bestTree.gene310	14.0	0.20588235294117646
SongD1	gene311	RAxML_bestTree.gene311	28.0	0.4117647058823529
SongD1	gene312	RAxML_bestTree.gene312	18.0	0.2647058823529412
SongD1	gene313	RAxML_bestTree.gene313	14.0	0.20588235294117646
SongD1	gene314	RAxML_bestTree.gene314	24.0	0.35294117647058826
SongD1	gene315	RAxML_bestTree.gene315	28.0	0.4117647058823529
SongD1	gene316	RAxML_bestTree.gene316	12.0	0.17647058823529413
SongD1	gene317	RAxML_bestTree.gene317	16.0	0.23529411764705882
SongD1	gene318	RAxML_bestTree.gene318	28.0	0.4117647058823529
SongD1	gene319	RAxML_bestTree.gene319	28.0	0.4117647058823529
SongD1	gene32	RAxML_bestTree.gene32	16.0	0.23529411764705882
SongD1	gene320	RAxML_bestTree.gene320	10.0	0.14705882352941177
SongD1	gene321	RAxML_bestTree.gene321	20.0	0.29411764705882354
SongD1	gene322	RAxML_bestTree.gene322	24.0	0.35294117647058826
SongD1	gene323	RAxML_bestTree.gene323	8.0	0.11764705882352941
SongD1	gene324	RAxML_bestTree.gene324	24.0	0.35294117647058826
SongD1	gene325	RAxML_bestTree.gene325	12.0	0.17647058823529413
SongD1	gene326	RAxML_bestTree.gene326	30.0	0.4411764705882353
SongD1	gene327	RAxML_bestTree.gene327	16.0	0.23529411764705882
SongD1	gene328	RAxML_bestTree.gene328	12.0	0.17647058823529413
SongD1	gene33	RAxML_bestTree.gene33	18.0	0.2647058823529412
SongD1	gene330	RAxML_bestTree.gene330	6.0	0.08823529411764706
SongD1	gene331	RAxML_bestTree.gene331	22.0	0.3235294117647059
SongD1	gene332	RAxML_bestTree.gene332	14.0	0.20588235294117646
SongD1	gene333	RAxML_bestTree.gene333	14.0	0.20588235294117646
SongD1	gene334	RAxML_bestTree.gene334	16.0	0.23529411764705882
SongD1	gene335	RAxML_bestTree.gene335	18.0	0.2647058823529412
SongD1	gene336	RAxML_bestTree.gene336	34.0	0.5
SongD1	gene337	RAxML_bestTree.gene337	26.0	0.38235294117647056
SongD1	gene338	RAxML_bestTree.gene338	10.0	0.14705882352941177
SongD1	gene339	RAxML_bestTree.gene339	26.0	0.38235294117647056
SongD1	gene34	RAxML_bestTree.gene34	16.0	0.23529411764705882
SongD1	gene340	RAxML_bestTree.gene340	38.0	0.5588235294117647
SongD1	gene341	RAxML_bestTree.gene341	26.0	0.38235294117647056
SongD1	gene342	RAxML_bestTree.gene342	18.0	0.2647058823529412
SongD1	gene343	RAxML_bestTree.gene343	10.0	0.14705882352941177
SongD1	gene344	RAxML_bestTree.gene344	18.0	0.2647058823529412
SongD1	gene345	RAxML_bestTree.gene345	16.0	0.23529411764705882
SongD1	gene346	RAxML_bestTree.gene346	10.0	0.14705882352941177
SongD1	gene347	RAxML_bestTree.gene347	16.0	0.23529411764705882
SongD1	gene348	RAxML_bestTree.gene348	18.0	0.2647058823529412
SongD1	gene349	RAxML_bestTree.gene349	20.0	0.29411764705882354
SongD1	gene350	RAxML_bestTree.gene350	16.0	0.23529411764705882
SongD1	gene351	RAxML_bestTree.gene351	30.0	0.4411764705882353
SongD1	gene352	RAxML_bestTree.gene352	18.0	0.2647058823529412
SongD1	gene353	RAxML_bestTree.gene353	34.0	0.5
SongD1	gene354	RAxML_bestTree.gene354	20.0	0.29411764705882354
SongD1	gene355	RAxML_bestTree.gene355	14.0	0.20588235294117646
SongD1	gene356	RAxML_bestTree.gene356	12.0	0.17647058823529413
SongD1	gene357	RAxML_bestTree.gene357	12.0	0.17647058823529413
SongD1	gene359	RAxML_bestTree.gene359	22.0	0.3235294117647059
SongD1	gene36	RAxML_bestTree.gene36	12.0	0.17647058823529413
SongD1	gene360	RAxML_bestTree.gene360	38.0	0.5588235294117647
SongD1	gene361	RAxML_bestTree.gene361	28.0	0.4117647058823529
SongD1	gene362	RAxML_bestTree.gene362	12.0	0.17647058823529413
SongD1	gene363	RAxML_bestTree.gene363	14.0	0.20588235294117646
SongD1	gene364	RAxML_bestTree.gene364	12.0	0.17647058823529413
SongD1	gene365	RAxML_bestTree.gene365	20.0	0.29411764705882354
SongD1	gene366	RAxML_bestTree.gene366	20.0	0.29411764705882354
SongD1	gene367	RAxML_bestTree.gene367	10.0	0.14705882352941177
SongD1	gene368	RAxML_bestTree.gene368	34.0	0.5
SongD1	gene369	RAxML_bestTree.gene369	30.0	0.4411764705882353
SongD1	gene37	RAxML_bestTree.gene37	32.0	0.47058823529411764
SongD1	gene370	RAxML_bestTree.gene370	34.0	0.5
SongD1	gene371	RAxML_bestTree.gene371	42.0	0.6176470588235294
SongD1	gene372	RAxML_bestTree.gene372	18.0	0.2647058823529412
SongD1	gene373	RAxML_bestTree.gene373	38.0	0.5588235294117647
SongD1	gene374	RAxML_bestTree.gene374	16.0	0.23529411764705882
SongD1	gene375	RAxML_bestTree.gene375	28.0	0.4117647058823529
SongD1	gene376	RAxML_bestTree.gene376	10.0	0.14705882352941177
SongD1	gene377	RAxML_bestTree.gene377	18.0	0.2647058823529412
SongD1	gene378	RAxML_bestTree.gene378	10.0	0.14705882352941177
SongD1	gene379	RAxML_bestTree.gene379	30.0	0.4411764705882353
SongD1	gene38	RAxML_bestTree.gene38	16.0	0.23529411764705882
SongD1	gene380	RAxML_bestTree.gene380	22.0	0.3235294117647059
SongD1	gene381	RAxML_bestTree.gene381	14.0	0.20588235294117646
SongD1	gene382	RAxML_bestTree.gene382	8.0	0.11764705882352941
SongD1	gene383	RAxML_bestTree.gene383	14.0	0.20588235294117646
SongD1	gene384	RAxML_bestTree.gene384	28.0	0.4117647058823529
SongD1	gene385	RAxML_bestTree.gene385	16.0	0.23529411764705882
SongD1	gene386	RAxML_bestTree.gene386	16.0	0.23529411764705882
SongD1	gene387	RAxML_bestTree.gene387	10.0	0.14705882352941177
SongD1	gene388	RAxML_bestTree.gene388	26.0	0.38235294117647056
SongD1	gene389	RAxML_bestTree.gene389	20.0	0.29411764705882354
SongD1	gene39	RAxML_bestTree.gene39	16.0	0.23529411764705882
SongD1	gene390	RAxML_bestTree.gene390	14.0	0.20588235294117646
SongD1	gene391	RAxML_bestTree.gene391	4.0	0.058823529411764705
SongD1	gene392	RAxML_bestTree.gene392	8.0	0.11764705882352941
SongD1	gene393	RAxML_bestTree.gene393	12.0	0.17647058823529413
SongD1	gene394	RAxML_bestTree.gene394	32.0	0.47058823529411764
SongD1	gene395	RAxML_bestTree.gene395	24.0	0.35294117647058826
SongD1	gene396	RAxML_bestTree.gene396	16.0	0.23529411764705882
SongD1	gene397	RAxML_bestTree.gene397	16.0	0.23529411764705882
SongD1	gene398	RAxML_bestTree.gene398	12.0	0.17647058823529413
SongD1	gene399	RAxML_bestTree.gene399	8.0	0.11764705882352941
SongD1	gene4	RAxML_bestTree.gene4	14.0	0.20588235294117646
SongD1	gene40	RAxML_bestTree.gene40	10.0	0.14705882352941177
SongD1	gene400	RAxML_bestTree.gene400	20.0	0.29411764705882354
SongD1	gene401	RAxML_bestTree.gene401	16.0	0.23529411764705882
SongD1	gene402	RAxML_bestTree.gene402	12.0	0.17647058823529413
SongD1	gene403	RAxML_bestTree.gene403	12.0	0.17647058823529413
SongD1	gene404	RAxML_bestTree.gene404	14.0	0.20588235294117646
SongD1	gene406	RAxML_bestTree.gene406	16.0	0.23529411764705882
SongD1	gene407	RAxML_bestTree.gene407	18.0	0.2647058823529412
SongD1	gene408	RAxML_bestTree.gene408	14.0	0.20588235294117646
SongD1	gene409	RAxML_bestTree.gene409	14.0	0.20588235294117646
SongD1	gene41	RAxML_bestTree.gene41	12.0	0.17647058823529413
SongD1	gene410	RAxML_bestTree.gene410	34.0	0.5
SongD1	gene411	RAxML_bestTree.gene411	26.0	0.38235294117647056
SongD1	gene412	RAxML_bestTree.gene412	40.0	0.5882352941176471
SongD1	gene413	RAxML_bestTree.gene413	16.0	0.23529411764705882
SongD1	gene414	RAxML_bestTree.gene414	8.0	0.11764705882352941
SongD1	gene415	RAxML_bestTree.gene415	26.0	0.38235294117647056
SongD1	gene416	RAxML_bestTree.gene416	18.0	0.2647058823529412
SongD1	gene417	RAxML_bestTree.gene417	28.0	0.4117647058823529
SongD1	gene418	RAxML_bestTree.gene418	16.0	0.23529411764705882
SongD1	gene419	RAxML_bestTree.gene419	10.0	0.14705882352941177
SongD1	gene42	RAxML_bestTree.gene42	26.0	0.38235294117647056
SongD1	gene420	RAxML_bestTree.gene420	48.0	0.7058823529411765
SongD1	gene421	RAxML_bestTree.gene421	16.0	0.23529411764705882
SongD1	gene422	RAxML_bestTree.gene422	18.0	0.2647058823529412
SongD1	gene423	RAxML_bestTree.gene423	6.0	0.08823529411764706
SongD1	gene425	RAxML_bestTree.gene425	18.0	0.2647058823529412
SongD1	gene426	RAxML_bestTree.gene426	14.0	0.20588235294117646
SongD1	gene427	RAxML_bestTree.gene427	36.0	0.5294117647058824
SongD1	gene428	RAxML_bestTree.gene428	24.0	0.35294117647058826
SongD1	gene429	RAxML_bestTree.gene429	22.0	0.3235294117647059
SongD1	gene43	RAxML_bestTree.gene43	20.0	0.29411764705882354
SongD1	gene430	RAxML_bestTree.gene430	16.0	0.23529411764705882
SongD1	gene431	RAxML_bestTree.gene431	8.0	0.11764705882352941
SongD1	gene432	RAxML_bestTree.gene432	14.0	0.20588235294117646
SongD1	gene433	RAxML_bestTree.gene433	18.0	0.2647058823529412
SongD1	gene435	RAxML_bestTree.gene435	32.0	0.47058823529411764
SongD1	gene436	RAxML_bestTree.gene436	16.0	0.23529411764705882
SongD1	gene437	RAxML_bestTree.gene437	26.0	0.38235294117647056
SongD1	gene438	RAxML_bestTree.gene438	18.0	0.2647058823529412
SongD1	gene439	RAxML_bestTree.gene439	16.0	0.23529411764705882
SongD1	gene44	RAxML_bestTree.gene44	2.0	0.029411764705882353
SongD1	gene440	RAxML_bestTree.gene440	16.0	0.23529411764705882
SongD1	gene441	RAxML_bestTree.gene441	20.0	0.29411764705882354
SongD1	gene442	RAxML_bestTree.gene442	14.0	0.20588235294117646
SongD1	gene443	RAxML_bestTree.gene443	22.0	0.3235294117647059
SongD1	gene444	RAxML_bestTree.gene444	16.0	0.23529411764705882
SongD1	gene445	RAxML_bestTree.gene445	22.0	0.3235294117647059
SongD1	gene446	RAxML_bestTree.gene446	14.0	0.20588235294117646
SongD1	gene447	RAxML_bestTree.gene447	10.0	0.14705882352941177
SongD1	gene45	RAxML_bestTree.gene45	14.0	0.20588235294117646
SongD1	gene46	RAxML_bestTree.gene46	30.0	0.4411764705882353
SongD1	gene48	RAxML_bestTree.gene48	26.0	0.38235294117647056
SongD1	gene50	RAxML_bestTree.gene50	22.0	0.3235294117647059
SongD1	gene51	RAxML_bestTree.gene51	18.0	0.2647058823529412
SongD1	gene52	RAxML_bestTree.gene52	10.0	0.14705882352941177
SongD1	gene53	RAxML_bestTree.gene53	34.0	0.5
SongD1	gene54	RAxML_bestTree.gene54	14.0	0.20588235294117646
SongD1	gene55	RAxML_bestTree.gene55	22.0	0.3235294117647059
SongD1	gene56	RAxML_bestTree.gene56	20.0	0.29411764705882354
SongD1	gene57	RAxML_bestTree.gene57	8.0	0.11764705882352941
SongD1	gene58	RAxML_bestTree.gene58	16.0	0.23529411764705882
SongD1	gene59	RAxML_bestTree.gene59	16.0	0.23529411764705882
SongD1	gene6	RAxML_bestTree.gene6	34.0	0.5
SongD1	gene61	RAxML_bestTree.gene61	12.0	0.17647058823529413
SongD1	gene62	RAxML_bestTree.gene62	10.0	0.14705882352941177
SongD1	gene63	RAxML_bestTree.gene63	12.0	0.17647058823529413
SongD1	gene64	RAxML_bestTree.gene64	8.0	0.11764705882352941
SongD1	gene65	RAxML_bestTree.gene65	26.0	0.38235294117647056
