file	filename	format_used	num_taxa	num_sites	max_sites	keep	reason
/workspace/NeuralNJ/empirical/SongD1/gene153.aln	gene153.aln	fasta	37	5910	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene154.aln	gene154.aln	fasta	37	2893	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene155.aln	gene155.aln	fasta	37	2491	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene156.aln	gene156.aln	fasta	37	2181	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene157.aln	gene157.aln	fasta	37	1620	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene158.aln	gene158.aln	fasta	37	2015	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene159.aln	gene159.aln	fasta	37	1288	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene16.aln	gene16.aln	fasta	37	2807	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene160.aln	gene160.aln	fasta	37	9267	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene161.aln	gene161.aln	fasta	37	3847	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene162.aln	gene162.aln	fasta	37	2450	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene163.aln	gene163.aln	fasta	37	1237	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene164.aln	gene164.aln	fasta	37	2819	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene165.aln	gene165.aln	fasta	37	1462	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene166.aln	gene166.aln	fasta	37	2926	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene167.aln	gene167.aln	fasta	37	3452	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene169.aln	gene169.aln	fasta	37	7144	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene17.aln	gene17.aln	fasta	37	2433	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene170.aln	gene170.aln	fasta	37	6105	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene171.aln	gene171.aln	fasta	37	3768	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene172.aln	gene172.aln	fasta	37	1928	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene173.aln	gene173.aln	fasta	37	2614	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene174.aln	gene174.aln	fasta	37	6330	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene175.aln	gene175.aln	fasta	37	2057	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene176.aln	gene176.aln	fasta	37	7703	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene177.aln	gene177.aln	fasta	37	917	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene178.aln	gene178.aln	fasta	37	4656	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene179.aln	gene179.aln	fasta	37	3625	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene18.aln	gene18.aln	fasta	37	2592	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene180.aln	gene180.aln	fasta	37	6843	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene181.aln	gene181.aln	fasta	37	4137	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene182.aln	gene182.aln	fasta	37	993	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene183.aln	gene183.aln	fasta	37	982	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene184.aln	gene184.aln	fasta	37	1890	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene185.aln	gene185.aln	fasta	37	2100	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene186.aln	gene186.aln	fasta	37	11758	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene187.aln	gene187.aln	fasta	37	11758	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene188.aln	gene188.aln	fasta	37	3992	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene189.aln	gene189.aln	fasta	37	3992	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene19.aln	gene19.aln	fasta	37	4144	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene190.aln	gene190.aln	fasta	37	7055	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene191.aln	gene191.aln	fasta	37	7805	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene192.aln	gene192.aln	fasta	37	2018	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene193.aln	gene193.aln	fasta	37	2300	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene194.aln	gene194.aln	fasta	37	1951	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene195.aln	gene195.aln	fasta	37	2373	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene196.aln	gene196.aln	fasta	37	1842	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene198.aln	gene198.aln	fasta	37	5707	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene2.aln	gene2.aln	fasta	37	4114	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene20.aln	gene20.aln	fasta	37	4939	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene201.aln	gene201.aln	fasta	37	3023	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene202.aln	gene202.aln	fasta	37	3448	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene203.aln	gene203.aln	fasta	37	486	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene204.aln	gene204.aln	fasta	37	2974	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene205.aln	gene205.aln	fasta	37	4326	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene206.aln	gene206.aln	fasta	37	2920	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene207.aln	gene207.aln	fasta	37	5435	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene208.aln	gene208.aln	fasta	37	1007	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene21.aln	gene21.aln	fasta	37	4215	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene210.aln	gene210.aln	fasta	37	3074	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene211.aln	gene211.aln	fasta	37	2178	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene212.aln	gene212.aln	fasta	37	2545	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene213.aln	gene213.aln	fasta	37	6765	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene214.aln	gene214.aln	fasta	37	3902	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene215.aln	gene215.aln	fasta	37	2396	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene216.aln	gene216.aln	fasta	37	2336	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene217.aln	gene217.aln	fasta	37	2403	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene218.aln	gene218.aln	fasta	37	2888	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene219.aln	gene219.aln	fasta	37	1064	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene22.aln	gene22.aln	fasta	37	1116	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene220.aln	gene220.aln	fasta	37	1377	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene221.aln	gene221.aln	fasta	37	1505	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene222.aln	gene222.aln	fasta	37	2304	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene223.aln	gene223.aln	fasta	37	3435	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene224.aln	gene224.aln	fasta	37	2881	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene225.aln	gene225.aln	fasta	37	2353	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene226.aln	gene226.aln	fasta	37	7924	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene227.aln	gene227.aln	fasta	37	2323	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene228.aln	gene228.aln	fasta	37	5862	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene229.aln	gene229.aln	fasta	37	2982	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene23.aln	gene23.aln	fasta	37	1333	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene230.aln	gene230.aln	fasta	37	3055	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene231.aln	gene231.aln	fasta	37	1710	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene233.aln	gene233.aln	fasta	37	4906	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene234.aln	gene234.aln	fasta	37	1456	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene235.aln	gene235.aln	fasta	37	2552	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene236.aln	gene236.aln	fasta	37	10834	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene237.aln	gene237.aln	fasta	37	8678	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene238.aln	gene238.aln	fasta	37	1117	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene239.aln	gene239.aln	fasta	37	3564	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene24.aln	gene24.aln	fasta	37	2896	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene240.aln	gene240.aln	fasta	37	798	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene241.aln	gene241.aln	fasta	37	3197	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene242.aln	gene242.aln	fasta	37	3197	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene243.aln	gene243.aln	fasta	37	4710	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene244.aln	gene244.aln	fasta	37	1729	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene245.aln	gene245.aln	fasta	37	1200	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene246.aln	gene246.aln	fasta	37	4767	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene247.aln	gene247.aln	fasta	37	991	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene248.aln	gene248.aln	fasta	37	2305	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene249.aln	gene249.aln	fasta	37	2470	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene25.aln	gene25.aln	fasta	37	2149	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene250.aln	gene250.aln	fasta	37	2803	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene251.aln	gene251.aln	fasta	37	2803	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene252.aln	gene252.aln	fasta	37	1552	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene253.aln	gene253.aln	fasta	37	4735	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene254.aln	gene254.aln	fasta	37	2587	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene255.aln	gene255.aln	fasta	37	4039	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene256.aln	gene256.aln	fasta	37	1417	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene258.aln	gene258.aln	fasta	37	2423	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene259.aln	gene259.aln	fasta	37	1564	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene26.aln	gene26.aln	fasta	37	2568	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene260.aln	gene260.aln	fasta	37	4137	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene261.aln	gene261.aln	fasta	37	1089	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene262.aln	gene262.aln	fasta	37	5714	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene263.aln	gene263.aln	fasta	37	989	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene264.aln	gene264.aln	fasta	37	2220	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene265.aln	gene265.aln	fasta	37	2176	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene266.aln	gene266.aln	fasta	37	2480	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene267.aln	gene267.aln	fasta	37	1544	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene269.aln	gene269.aln	fasta	37	971	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene27.aln	gene27.aln	fasta	37	1438	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene270.aln	gene270.aln	fasta	37	3573	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene271.aln	gene271.aln	fasta	37	2863	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene272.aln	gene272.aln	fasta	37	2245	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene273.aln	gene273.aln	fasta	37	3265	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene274.aln	gene274.aln	fasta	37	1690	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene275.aln	gene275.aln	fasta	37	1149	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene276.aln	gene276.aln	fasta	37	2019	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene277.aln	gene277.aln	fasta	37	2435	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene278.aln	gene278.aln	fasta	37	2102	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene279.aln	gene279.aln	fasta	37	7128	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene28.aln	gene28.aln	fasta	37	1281	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene280.aln	gene280.aln	fasta	37	3034	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene281.aln	gene281.aln	fasta	37	5345	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene282.aln	gene282.aln	fasta	37	3418	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene283.aln	gene283.aln	fasta	37	6520	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene284.aln	gene284.aln	fasta	37	2657	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene285.aln	gene285.aln	fasta	37	1466	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene286.aln	gene286.aln	fasta	37	2960	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene287.aln	gene287.aln	fasta	37	1986	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene288.aln	gene288.aln	fasta	37	4968	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene289.aln	gene289.aln	fasta	37	1341	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene29.aln	gene29.aln	fasta	37	5175	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene290.aln	gene290.aln	fasta	37	4538	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene291.aln	gene291.aln	fasta	37	5389	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene292.aln	gene292.aln	fasta	37	1983	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene293.aln	gene293.aln	fasta	37	2558	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene294.aln	gene294.aln	fasta	37	4584	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene295.aln	gene295.aln	fasta	37	3182	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene296.aln	gene296.aln	fasta	37	2018	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene297.aln	gene297.aln	fasta	37	3792	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene298.aln	gene298.aln	fasta	37	2813	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene299.aln	gene299.aln	fasta	37	978	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene3.aln	gene3.aln	fasta	37	3199	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene30.aln	gene30.aln	fasta	37	2893	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene300.aln	gene300.aln	fasta	37	2027	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene301.aln	gene301.aln	fasta	37	1776	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene302.aln	gene302.aln	fasta	37	3196	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene303.aln	gene303.aln	fasta	37	2092	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene304.aln	gene304.aln	fasta	37	4440	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene305.aln	gene305.aln	fasta	37	1245	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene306.aln	gene306.aln	fasta	37	3248	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene307.aln	gene307.aln	fasta	37	2940	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene308.aln	gene308.aln	fasta	37	8985	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene309.aln	gene309.aln	fasta	37	3726	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene31.aln	gene31.aln	fasta	37	3897	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene310.aln	gene310.aln	fasta	37	3084	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene311.aln	gene311.aln	fasta	37	2823	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene312.aln	gene312.aln	fasta	37	2232	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene313.aln	gene313.aln	fasta	37	2159	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene314.aln	gene314.aln	fasta	37	1272	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene315.aln	gene315.aln	fasta	37	823	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene316.aln	gene316.aln	fasta	37	4710	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene317.aln	gene317.aln	fasta	37	2043	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene318.aln	gene318.aln	fasta	37	865	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene319.aln	gene319.aln	fasta	37	6592	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene32.aln	gene32.aln	fasta	37	1796	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene320.aln	gene320.aln	fasta	37	6517	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene321.aln	gene321.aln	fasta	37	2415	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene322.aln	gene322.aln	fasta	37	918	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene323.aln	gene323.aln	fasta	37	2318	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene324.aln	gene324.aln	fasta	37	1127	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene325.aln	gene325.aln	fasta	37	4400	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene326.aln	gene326.aln	fasta	37	3333	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene327.aln	gene327.aln	fasta	37	1599	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene328.aln	gene328.aln	fasta	37	1957	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene33.aln	gene33.aln	fasta	37	696	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene330.aln	gene330.aln	fasta	37	4449	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene331.aln	gene331.aln	fasta	37	3401	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene332.aln	gene332.aln	fasta	37	2267	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene333.aln	gene333.aln	fasta	37	1464	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene334.aln	gene334.aln	fasta	37	982	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene335.aln	gene335.aln	fasta	37	1651	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene336.aln	gene336.aln	fasta	37	1905	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene337.aln	gene337.aln	fasta	37	1113	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene338.aln	gene338.aln	fasta	37	3190	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene339.aln	gene339.aln	fasta	37	2040	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene34.aln	gene34.aln	fasta	37	2676	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene340.aln	gene340.aln	fasta	37	3416	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene341.aln	gene341.aln	fasta	37	2314	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene342.aln	gene342.aln	fasta	37	702	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene343.aln	gene343.aln	fasta	37	3700	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene344.aln	gene344.aln	fasta	37	7585	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene345.aln	gene345.aln	fasta	37	1342	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene346.aln	gene346.aln	fasta	37	1539	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene347.aln	gene347.aln	fasta	37	2162	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene348.aln	gene348.aln	fasta	37	1077	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene349.aln	gene349.aln	fasta	37	2459	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene350.aln	gene350.aln	fasta	37	1712	17000	yes	
/workspace/NeuralNJ/empirical/SongD1/gene351.aln	gene351.aln	fasta	37	1614	17000	yes	
