dataset	gene	tree_file	rf	nrf
TarvD7	ENSG00000003147.nuc.ord	ENSG00000003147.nuc.ord.treefile	22.0	0.36666666666666664
TarvD7	ENSG00000003249.nuc.ord	ENSG00000003249.nuc.ord.treefile	20.0	0.4
TarvD7	ENSG00000003393.nuc.ord	ENSG00000003393.nuc.ord.treefile	8.0	0.12903225806451613
TarvD7	ENSG00000003402.nuc.ord	ENSG00000003402.nuc.ord.treefile	14.0	0.22580645161290322
TarvD7	ENSG00000003436.nuc.ord	ENSG00000003436.nuc.ord.treefile	20.0	0.37037037037037035
TarvD7	ENSG00000003509.nuc.ord	ENSG00000003509.nuc.ord.treefile	16.0	0.25
TarvD7	ENSG00000003756.nuc.ord	ENSG00000003756.nuc.ord.treefile	8.0	0.125
TarvD7	ENSG00000003987.nuc.ord	ENSG00000003987.nuc.ord.treefile	32.0	0.5
TarvD7	ENSG00000003989.nuc.ord	ENSG00000003989.nuc.ord.treefile	38.0	0.5757575757575758
TarvD7	ENSG00000004059.nuc.ord	ENSG00000004059.nuc.ord.treefile	38.0	0.7037037037037037
TarvD7	ENSG00000004455.nuc.ord	ENSG00000004455.nuc.ord.treefile	24.0	0.4
TarvD7	ENSG00000004468.nuc.ord	ENSG00000004468.nuc.ord.treefile	16.0	0.25806451612903225
TarvD7	ENSG00000004478.nuc.ord	ENSG00000004478.nuc.ord.treefile	24.0	0.42857142857142855
TarvD7	ENSG00000004487.nuc.ord	ENSG00000004487.nuc.ord.treefile	36.0	0.5625
TarvD7	ENSG00000004534.nuc.ord	ENSG00000004534.nuc.ord.treefile	8.0	0.12121212121212122
TarvD7	ENSG00000004660.nuc.ord	ENSG00000004660.nuc.ord.treefile	28.0	0.4375
TarvD7	ENSG00000004700.nuc.ord	ENSG00000004700.nuc.ord.treefile	28.0	0.45161290322580644
TarvD7	ENSG00000004766.nuc.ord	ENSG00000004766.nuc.ord.treefile	22.0	0.3548387096774194
TarvD7	ENSG00000004776.nuc.ord	ENSG00000004776.nuc.ord.treefile	22.0	0.4583333333333333
TarvD7	ENSG00000004779.nuc.ord	ENSG00000004779.nuc.ord.treefile	34.0	0.6071428571428571
TarvD7	ENSG00000004799.nuc.ord	ENSG00000004799.nuc.ord.treefile	30.0	0.46875
TarvD7	ENSG00000004809.nuc.ord	ENSG00000004809.nuc.ord.treefile	16.0	0.34782608695652173
TarvD7	ENSG00000004864.nuc.ord	ENSG00000004864.nuc.ord.treefile	26.0	0.41935483870967744
TarvD7	ENSG00000004897.nuc.ord	ENSG00000004897.nuc.ord.treefile	12.0	0.1935483870967742
TarvD7	ENSG00000004939.nuc.ord	ENSG00000004939.nuc.ord.treefile	16.0	0.2962962962962963
TarvD7	ENSG00000004961.nuc.ord	ENSG00000004961.nuc.ord.treefile	26.0	0.43333333333333335
TarvD7	ENSG00000004975.nuc.ord	ENSG00000004975.nuc.ord.treefile	18.0	0.36
TarvD7	ENSG00000005001.nuc.ord	ENSG00000005001.nuc.ord.treefile	14.0	0.3181818181818182
TarvD7	ENSG00000005020.nuc.ord	ENSG00000005020.nuc.ord.treefile	22.0	0.3333333333333333
TarvD7	ENSG00000005059.nuc.ord	ENSG00000005059.nuc.ord.treefile	20.0	0.35714285714285715
TarvD7	ENSG00000005073.nuc.ord	ENSG00000005073.nuc.ord.treefile	34.0	0.6538461538461539
TarvD7	ENSG00000005100.nuc.ord	ENSG00000005100.nuc.ord.treefile	28.0	0.5
TarvD7	ENSG00000005102.nuc.ord	ENSG00000005102.nuc.ord.treefile	22.0	0.4230769230769231
TarvD7	ENSG00000005108.nuc.ord	ENSG00000005108.nuc.ord.treefile	14.0	0.21212121212121213
TarvD7	ENSG00000005156.nuc.ord	ENSG00000005156.nuc.ord.treefile	20.0	0.3225806451612903
TarvD7	ENSG00000005175.nuc.ord	ENSG00000005175.nuc.ord.treefile	12.0	0.21428571428571427
TarvD7	ENSG00000005187.nuc.ord	ENSG00000005187.nuc.ord.treefile	14.0	0.21212121212121213
TarvD7	ENSG00000005189.nuc.ord	ENSG00000005189.nuc.ord.treefile	14.0	0.2413793103448276
TarvD7	ENSG00000005194.nuc.ord	ENSG00000005194.nuc.ord.treefile	14.0	0.25
TarvD7	ENSG00000005249.nuc.ord	ENSG00000005249.nuc.ord.treefile	30.0	0.4838709677419355
TarvD7	ENSG00000005302.nuc.ord	ENSG00000005302.nuc.ord.treefile	18.0	0.3333333333333333
TarvD7	ENSG00000005339.nuc.ord	ENSG00000005339.nuc.ord.treefile	18.0	0.2727272727272727
TarvD7	ENSG00000005379.nuc.ord	ENSG00000005379.nuc.ord.treefile	4.0	0.06896551724137931
TarvD7	ENSG00000005381.nuc.ord	ENSG00000005381.nuc.ord.treefile	20.0	0.38461538461538464
TarvD7	ENSG00000005421.nuc.ord	ENSG00000005421.nuc.ord.treefile	18.0	0.2903225806451613
TarvD7	ENSG00000005436.nuc.ord	ENSG00000005436.nuc.ord.treefile	20.0	0.3225806451612903
TarvD7	ENSG00000005448.nuc.ord	ENSG00000005448.nuc.ord.treefile	22.0	0.4074074074074074
TarvD7	ENSG00000005469.nuc.ord	ENSG00000005469.nuc.ord.treefile	16.0	0.25
TarvD7	ENSG00000005471.nuc.ord	ENSG00000005471.nuc.ord.treefile	10.0	0.1724137931034483
TarvD7	ENSG00000005483.nuc.ord	ENSG00000005483.nuc.ord.treefile	14.0	0.22580645161290322
TarvD7	ENSG00000005486.nuc.ord	ENSG00000005486.nuc.ord.treefile	42.0	0.6774193548387096
TarvD7	ENSG00000005700.nuc.ord	ENSG00000005700.nuc.ord.treefile	12.0	0.2
TarvD7	ENSG00000005810.nuc.ord	ENSG00000005810.nuc.ord.treefile	8.0	0.13333333333333333
TarvD7	ENSG00000005812.nuc.ord	ENSG00000005812.nuc.ord.treefile	26.0	0.40625
TarvD7	ENSG00000005844.nuc.ord	ENSG00000005844.nuc.ord.treefile	10.0	0.15625
TarvD7	ENSG00000005882.nuc.ord	ENSG00000005882.nuc.ord.treefile	20.0	0.4166666666666667
TarvD7	ENSG00000005884.nuc.ord	ENSG00000005884.nuc.ord.treefile	16.0	0.25806451612903225
TarvD7	ENSG00000005893.nuc.ord	ENSG00000005893.nuc.ord.treefile	42.0	0.6774193548387096
TarvD7	ENSG00000005955.nuc.ord	ENSG00000005955.nuc.ord.treefile	12.0	0.1935483870967742
TarvD7	ENSG00000005961.nuc.ord	ENSG00000005961.nuc.ord.treefile	16.0	0.2857142857142857
TarvD7	ENSG00000005981.nuc.ord	ENSG00000005981.nuc.ord.treefile	24.0	0.41379310344827586
TarvD7	ENSG00000006007.nuc.ord	ENSG00000006007.nuc.ord.treefile	32.0	0.5333333333333333
TarvD7	ENSG00000006025.nuc.ord	ENSG00000006025.nuc.ord.treefile	18.0	0.3
TarvD7	ENSG00000006042.nuc.ord	ENSG00000006042.nuc.ord.treefile	36.0	0.5806451612903226
TarvD7	ENSG00000006047.nuc.ord	ENSG00000006047.nuc.ord.treefile	32.0	0.5517241379310345
TarvD7	ENSG00000006062.nuc.ord	ENSG00000006062.nuc.ord.treefile	12.0	0.1875
TarvD7	ENSG00000006071.nuc.ord	ENSG00000006071.nuc.ord.treefile	24.0	0.36363636363636365
TarvD7	ENSG00000006114.nuc.ord	ENSG00000006114.nuc.ord.treefile	14.0	0.21875
TarvD7	ENSG00000006116.nuc.ord	ENSG00000006116.nuc.ord.treefile	28.0	0.5185185185185185
TarvD7	ENSG00000006118.nuc.ord	ENSG00000006118.nuc.ord.treefile	12.0	0.20689655172413793
TarvD7	ENSG00000006125.nuc.ord	ENSG00000006125.nuc.ord.treefile	6.0	0.09375
TarvD7	ENSG00000006128.nuc.ord	ENSG00000006128.nuc.ord.treefile	44.0	0.7333333333333333
TarvD7	ENSG00000006194.nuc.ord	ENSG00000006194.nuc.ord.treefile	12.0	0.20689655172413793
TarvD7	ENSG00000006210.nuc.ord	ENSG00000006210.nuc.ord.treefile	12.0	0.2222222222222222
TarvD7	ENSG00000006377.nuc.ord	ENSG00000006377.nuc.ord.treefile	40.0	0.7407407407407407
TarvD7	ENSG00000006432.nuc.ord	ENSG00000006432.nuc.ord.treefile	22.0	0.3793103448275862
TarvD7	ENSG00000006451.nuc.ord	ENSG00000006451.nuc.ord.treefile	34.0	0.5862068965517241
TarvD7	ENSG00000006453.nuc.ord	ENSG00000006453.nuc.ord.treefile	14.0	0.2413793103448276
TarvD7	ENSG00000006459.nuc.ord	ENSG00000006459.nuc.ord.treefile	32.0	0.5161290322580645
TarvD7	ENSG00000006468.nuc.ord	ENSG00000006468.nuc.ord.treefile	22.0	0.3548387096774194
TarvD7	ENSG00000006530.nuc.ord	ENSG00000006530.nuc.ord.treefile	30.0	0.46875
TarvD7	ENSG00000006555.nuc.ord	ENSG00000006555.nuc.ord.treefile	22.0	0.4230769230769231
TarvD7	ENSG00000006576.nuc.ord	ENSG00000006576.nuc.ord.treefile	20.0	0.3125
TarvD7	ENSG00000006611.nuc.ord	ENSG00000006611.nuc.ord.treefile	14.0	0.25925925925925924
TarvD7	ENSG00000006625.nuc.ord	ENSG00000006625.nuc.ord.treefile	14.0	0.23333333333333334
TarvD7	ENSG00000006634.nuc.ord	ENSG00000006634.nuc.ord.treefile	10.0	0.17857142857142858
TarvD7	ENSG00000006638.nuc.ord	ENSG00000006638.nuc.ord.treefile	20.0	0.5
TarvD7	ENSG00000006652.nuc.ord	ENSG00000006652.nuc.ord.treefile	20.0	0.3333333333333333
TarvD7	ENSG00000006695.nuc.ord	ENSG00000006695.nuc.ord.treefile	22.0	0.3548387096774194
TarvD7	ENSG00000006704.nuc.ord	ENSG00000006704.nuc.ord.treefile	16.0	0.3076923076923077
TarvD7	ENSG00000006712.nuc.ord	ENSG00000006712.nuc.ord.treefile	20.0	0.3448275862068966
TarvD7	ENSG00000006715.nuc.ord	ENSG00000006715.nuc.ord.treefile	22.0	0.3333333333333333
TarvD7	ENSG00000006740.nuc.ord	ENSG00000006740.nuc.ord.treefile	16.0	0.25806451612903225
TarvD7	ENSG00000006744.nuc.ord	ENSG00000006744.nuc.ord.treefile	10.0	0.16129032258064516
TarvD7	ENSG00000006747.nuc.ord	ENSG00000006747.nuc.ord.treefile	20.0	0.30303030303030304
TarvD7	ENSG00000006788.nuc.ord	ENSG00000006788.nuc.ord.treefile	10.0	0.21739130434782608
TarvD7	ENSG00000006837.nuc.ord	ENSG00000006837.nuc.ord.treefile	18.0	0.34615384615384615
TarvD7	ENSG00000007001.nuc.ord	ENSG00000007001.nuc.ord.treefile	10.0	0.19230769230769232
TarvD7	ENSG00000007038.nuc.ord	ENSG00000007038.nuc.ord.treefile	22.0	0.7857142857142857
TarvD7	ENSG00000007062.nuc.ord	ENSG00000007062.nuc.ord.treefile	10.0	0.16129032258064516
TarvD7	ENSG00000007168.nuc.ord	ENSG00000007168.nuc.ord.treefile	28.0	0.45161290322580644
TarvD7	ENSG00000007174.nuc.ord	ENSG00000007174.nuc.ord.treefile	10.0	0.16129032258064516
TarvD7	ENSG00000007202.nuc.ord	ENSG00000007202.nuc.ord.treefile	12.0	0.18181818181818182
TarvD7	ENSG00000007237.nuc.ord	ENSG00000007237.nuc.ord.treefile	34.0	0.5862068965517241
TarvD7	ENSG00000007312.nuc.ord	ENSG00000007312.nuc.ord.treefile	20.0	0.3333333333333333
TarvD7	ENSG00000007314.nuc.ord	ENSG00000007314.nuc.ord.treefile	24.0	0.42857142857142855
TarvD7	ENSG00000007341.nuc.ord	ENSG00000007341.nuc.ord.treefile	18.0	0.2903225806451613
TarvD7	ENSG00000007372.nuc.ord	ENSG00000007372.nuc.ord.treefile	40.0	0.6451612903225806
TarvD7	ENSG00000007376.nuc.ord	ENSG00000007376.nuc.ord.treefile	10.0	0.20833333333333334
TarvD7	ENSG00000007384.nuc.ord	ENSG00000007384.nuc.ord.treefile	12.0	0.2222222222222222
TarvD7	ENSG00000007392.nuc.ord	ENSG00000007392.nuc.ord.treefile	22.0	0.3793103448275862
TarvD7	ENSG00000007520.nuc.ord	ENSG00000007520.nuc.ord.treefile	20.0	0.4
TarvD7	ENSG00000007545.nuc.ord	ENSG00000007545.nuc.ord.treefile	14.0	0.2413793103448276
TarvD7	ENSG00000007866.nuc.ord	ENSG00000007866.nuc.ord.treefile	40.0	0.7142857142857143
TarvD7	ENSG00000007908.nuc.ord	ENSG00000007908.nuc.ord.treefile	18.0	0.28125
TarvD7	ENSG00000007923.nuc.ord	ENSG00000007923.nuc.ord.treefile	18.0	0.2903225806451613
TarvD7	ENSG00000007933.nuc.ord	ENSG00000007933.nuc.ord.treefile	12.0	0.2222222222222222
TarvD7	ENSG00000007944.nuc.ord	ENSG00000007944.nuc.ord.treefile	26.0	0.40625
TarvD7	ENSG00000007952.nuc.ord	ENSG00000007952.nuc.ord.treefile	16.0	0.3076923076923077
TarvD7	ENSG00000007968.nuc.ord	ENSG00000007968.nuc.ord.treefile	20.0	0.37037037037037035
TarvD7	ENSG00000008018.nuc.ord	ENSG00000008018.nuc.ord.treefile	36.0	0.6428571428571429
TarvD7	ENSG00000008056.nuc.ord	ENSG00000008056.nuc.ord.treefile	10.0	0.2
TarvD7	ENSG00000008083.nuc.ord	ENSG00000008083.nuc.ord.treefile	14.0	0.2413793103448276
TarvD7	ENSG00000008086.nuc.ord	ENSG00000008086.nuc.ord.treefile	10.0	0.15151515151515152
TarvD7	ENSG00000008118.nuc.ord	ENSG00000008118.nuc.ord.treefile	20.0	0.3448275862068966
TarvD7	ENSG00000008128.nuc.ord	ENSG00000008128.nuc.ord.treefile	20.0	0.4166666666666667
TarvD7	ENSG00000008130.nuc.ord	ENSG00000008130.nuc.ord.treefile	12.0	0.23076923076923078
TarvD7	ENSG00000008197.nuc.ord	ENSG00000008197.nuc.ord.treefile	26.0	0.40625
TarvD7	ENSG00000008226.nuc.ord	ENSG00000008226.nuc.ord.treefile	14.0	0.22580645161290322
TarvD7	ENSG00000008256.nuc.ord	ENSG00000008256.nuc.ord.treefile	32.0	0.5714285714285714
TarvD7	ENSG00000008277.nuc.ord	ENSG00000008277.nuc.ord.treefile	16.0	0.26666666666666666
TarvD7	ENSG00000008282.nuc.ord	ENSG00000008282.nuc.ord.treefile	24.0	0.4
TarvD7	ENSG00000008283.nuc.ord	ENSG00000008283.nuc.ord.treefile	24.0	0.48
TarvD7	ENSG00000008294.nuc.ord	ENSG00000008294.nuc.ord.treefile	16.0	0.25
TarvD7	ENSG00000008311.nuc.ord	ENSG00000008311.nuc.ord.treefile	10.0	0.16129032258064516
TarvD7	ENSG00000008323.nuc.ord	ENSG00000008323.nuc.ord.treefile	20.0	0.3448275862068966
TarvD7	ENSG00000008324.nuc.ord	ENSG00000008324.nuc.ord.treefile	36.0	0.6206896551724138
TarvD7	ENSG00000008394.nuc.ord	ENSG00000008394.nuc.ord.treefile	30.0	0.5172413793103449
TarvD7	ENSG00000008405.nuc.ord	ENSG00000008405.nuc.ord.treefile	18.0	0.2903225806451613
TarvD7	ENSG00000008513.nuc.ord	ENSG00000008513.nuc.ord.treefile	8.0	0.14285714285714285
TarvD7	ENSG00000008838.nuc.ord	ENSG00000008838.nuc.ord.treefile	18.0	0.3333333333333333
TarvD7	ENSG00000008853.nuc.ord	ENSG00000008853.nuc.ord.treefile	14.0	0.28
TarvD7	ENSG00000008869.nuc.ord	ENSG00000008869.nuc.ord.treefile	22.0	0.3333333333333333
TarvD7	ENSG00000008952.nuc.ord	ENSG00000008952.nuc.ord.treefile	22.0	0.3793103448275862
TarvD7	ENSG00000009307.nuc.ord	ENSG00000009307.nuc.ord.treefile	14.0	0.25
TarvD7	ENSG00000009335.nuc.ord	ENSG00000009335.nuc.ord.treefile	18.0	0.28125
TarvD7	ENSG00000009413.nuc.ord	ENSG00000009413.nuc.ord.treefile	8.0	0.12121212121212122
TarvD7	ENSG00000009694.nuc.ord	ENSG00000009694.nuc.ord.treefile	10.0	0.16129032258064516
TarvD7	ENSG00000009709.nuc.ord	ENSG00000009709.nuc.ord.treefile	34.0	0.6071428571428571
TarvD7	ENSG00000009724.nuc.ord	ENSG00000009724.nuc.ord.treefile	14.0	0.2413793103448276
TarvD7	ENSG00000009765.nuc.ord	ENSG00000009765.nuc.ord.treefile	34.0	0.5483870967741935
TarvD7	ENSG00000009780.nuc.ord	ENSG00000009780.nuc.ord.treefile	26.0	0.43333333333333335
TarvD7	ENSG00000009790.nuc.ord	ENSG00000009790.nuc.ord.treefile	10.0	0.16129032258064516
TarvD7	ENSG00000009830.nuc.ord	ENSG00000009830.nuc.ord.treefile	18.0	0.28125
TarvD7	ENSG00000009844.nuc.ord	ENSG00000009844.nuc.ord.treefile	28.0	0.45161290322580644
TarvD7	ENSG00000009950.nuc.ord	ENSG00000009950.nuc.ord.treefile	8.0	0.16
TarvD7	ENSG00000009954.nuc.ord	ENSG00000009954.nuc.ord.treefile	18.0	0.28125
TarvD7	ENSG00000010017.nuc.ord	ENSG00000010017.nuc.ord.treefile	14.0	0.21875
TarvD7	ENSG00000010072.nuc.ord	ENSG00000010072.nuc.ord.treefile	28.0	0.45161290322580644
TarvD7	ENSG00000010165.nuc.ord	ENSG00000010165.nuc.ord.treefile	22.0	0.39285714285714285
TarvD7	ENSG00000010219.nuc.ord	ENSG00000010219.nuc.ord.treefile	16.0	0.25806451612903225
TarvD7	ENSG00000010244.nuc.ord	ENSG00000010244.nuc.ord.treefile	24.0	0.3870967741935484
TarvD7	ENSG00000010256.nuc.ord	ENSG00000010256.nuc.ord.treefile	22.0	0.34375
TarvD7	ENSG00000010270.nuc.ord	ENSG00000010270.nuc.ord.treefile	36.0	0.5625
TarvD7	ENSG00000010278.nuc.ord	ENSG00000010278.nuc.ord.treefile	42.0	0.75
TarvD7	ENSG00000010292.nuc.ord	ENSG00000010292.nuc.ord.treefile	26.0	0.40625
TarvD7	ENSG00000010318.nuc.ord	ENSG00000010318.nuc.ord.treefile	28.0	0.45161290322580644
TarvD7	ENSG00000010322.nuc.ord	ENSG00000010322.nuc.ord.treefile	12.0	0.2
TarvD7	ENSG00000010327.nuc.ord	ENSG00000010327.nuc.ord.treefile	8.0	0.13793103448275862
TarvD7	ENSG00000010379.nuc.ord	ENSG00000010379.nuc.ord.treefile	18.0	0.3333333333333333
TarvD7	ENSG00000010404.nuc.ord	ENSG00000010404.nuc.ord.treefile	28.0	0.4666666666666667
TarvD7	ENSG00000010610.nuc.ord	ENSG00000010610.nuc.ord.treefile	18.0	0.36
TarvD7	ENSG00000010626.nuc.ord	ENSG00000010626.nuc.ord.treefile	28.0	0.45161290322580644
TarvD7	ENSG00000010671.nuc.ord	ENSG00000010671.nuc.ord.treefile	16.0	0.25806451612903225
TarvD7	ENSG00000010704.nuc.ord	ENSG00000010704.nuc.ord.treefile	22.0	0.4230769230769231
TarvD7	ENSG00000010803.nuc.ord	ENSG00000010803.nuc.ord.treefile	18.0	0.2903225806451613
TarvD7	ENSG00000010810.nuc.ord	ENSG00000010810.nuc.ord.treefile	36.0	0.5454545454545454
TarvD7	ENSG00000010818.nuc.ord	ENSG00000010818.nuc.ord.treefile	18.0	0.28125
TarvD7	ENSG00000010932.nuc.ord	ENSG00000010932.nuc.ord.treefile	18.0	0.28125
TarvD7	ENSG00000011009.nuc.ord	ENSG00000011009.nuc.ord.treefile	12.0	0.2857142857142857
TarvD7	ENSG00000011021.nuc.ord	ENSG00000011021.nuc.ord.treefile	20.0	0.30303030303030304
TarvD7	ENSG00000011028.nuc.ord	ENSG00000011028.nuc.ord.treefile	14.0	0.25
TarvD7	ENSG00000011083.nuc.ord	ENSG00000011083.nuc.ord.treefile	16.0	0.2962962962962963
TarvD7	ENSG00000011114.nuc.ord	ENSG00000011114.nuc.ord.treefile	18.0	0.3
TarvD7	ENSG00000011143.nuc.ord	ENSG00000011143.nuc.ord.treefile	30.0	0.4838709677419355
TarvD7	ENSG00000011198.nuc.ord	ENSG00000011198.nuc.ord.treefile	34.0	0.53125
TarvD7	ENSG00000011258.nuc.ord	ENSG00000011258.nuc.ord.treefile	24.0	0.41379310344827586
TarvD7	ENSG00000011260.nuc.ord	ENSG00000011260.nuc.ord.treefile	10.0	0.15625
TarvD7	ENSG00000011295.nuc.ord	ENSG00000011295.nuc.ord.treefile	6.0	0.1
TarvD7	ENSG00000011332.nuc.ord	ENSG00000011332.nuc.ord.treefile	28.0	0.7
TarvD7	ENSG00000011376.nuc.ord	ENSG00000011376.nuc.ord.treefile	20.0	0.3125
TarvD7	ENSG00000011405.nuc.ord	ENSG00000011405.nuc.ord.treefile	4.0	0.06666666666666667
TarvD7	ENSG00000011422.nuc.ord	ENSG00000011422.nuc.ord.treefile	20.0	0.37037037037037035
TarvD7	ENSG00000011426.nuc.ord	ENSG00000011426.nuc.ord.treefile	16.0	0.25
TarvD7	ENSG00000011454.nuc.ord	ENSG00000011454.nuc.ord.treefile	22.0	0.3548387096774194
TarvD7	ENSG00000011465.nuc.ord	ENSG00000011465.nuc.ord.treefile	34.0	0.5151515151515151
TarvD7	ENSG00000011478.nuc.ord	ENSG00000011478.nuc.ord.treefile	14.0	0.25925925925925924
TarvD7	ENSG00000011485.nuc.ord	ENSG00000011485.nuc.ord.treefile	26.0	0.5
TarvD7	ENSG00000011523.nuc.ord	ENSG00000011523.nuc.ord.treefile	8.0	0.13333333333333333
TarvD7	ENSG00000011566.nuc.ord	ENSG00000011566.nuc.ord.treefile	12.0	0.20689655172413793
TarvD7	ENSG00000011590.nuc.ord	ENSG00000011590.nuc.ord.treefile	10.0	0.19230769230769232
TarvD7	ENSG00000011638.nuc.ord	ENSG00000011638.nuc.ord.treefile	30.0	0.4838709677419355
TarvD7	ENSG00000011677.nuc.ord	ENSG00000011677.nuc.ord.treefile	20.0	0.37037037037037035
TarvD7	ENSG00000012048.nuc.ord	ENSG00000012048.nuc.ord.treefile	12.0	0.2
TarvD7	ENSG00000012061.nuc.ord	ENSG00000012061.nuc.ord.treefile	16.0	0.32
TarvD7	ENSG00000012124.nuc.ord	ENSG00000012124.nuc.ord.treefile	16.0	0.2857142857142857
TarvD7	ENSG00000012171.nuc.ord	ENSG00000012171.nuc.ord.treefile	20.0	0.3333333333333333
TarvD7	ENSG00000012174.nuc.ord	ENSG00000012174.nuc.ord.treefile	14.0	0.22580645161290322
TarvD7	ENSG00000012232.nuc.ord	ENSG00000012232.nuc.ord.treefile	24.0	0.4
TarvD7	ENSG00000012504.nuc.ord	ENSG00000012504.nuc.ord.treefile	24.0	0.375
TarvD7	ENSG00000012660.nuc.ord	ENSG00000012660.nuc.ord.treefile	48.0	0.8
TarvD7	ENSG00000012779.nuc.ord	ENSG00000012779.nuc.ord.treefile	20.0	0.3448275862068966
TarvD7	ENSG00000012822.nuc.ord	ENSG00000012822.nuc.ord.treefile	24.0	0.42857142857142855
TarvD7	ENSG00000012963.nuc.ord	ENSG00000012963.nuc.ord.treefile	24.0	0.3870967741935484
TarvD7	ENSG00000012983.nuc.ord	ENSG00000012983.nuc.ord.treefile	16.0	0.25806451612903225
TarvD7	ENSG00000013016.nuc.ord	ENSG00000013016.nuc.ord.treefile	30.0	0.5
TarvD7	ENSG00000013275.nuc.ord	ENSG00000013275.nuc.ord.treefile	20.0	0.3448275862068966
TarvD7	ENSG00000013293.nuc.ord	ENSG00000013293.nuc.ord.treefile	22.0	0.34375
TarvD7	ENSG00000013297.nuc.ord	ENSG00000013297.nuc.ord.treefile	36.0	0.6428571428571429
TarvD7	ENSG00000013306.nuc.ord	ENSG00000013306.nuc.ord.treefile	16.0	0.38095238095238093
TarvD7	ENSG00000013374.nuc.ord	ENSG00000013374.nuc.ord.treefile	16.0	0.25
TarvD7	ENSG00000013375.nuc.ord	ENSG00000013375.nuc.ord.treefile	24.0	0.375
TarvD7	ENSG00000013392.nuc.ord	ENSG00000013392.nuc.ord.treefile	22.0	0.3793103448275862
TarvD7	ENSG00000013523.nuc.ord	ENSG00000013523.nuc.ord.treefile	20.0	0.3125
TarvD7	ENSG00000013561.nuc.ord	ENSG00000013561.nuc.ord.treefile	12.0	0.1935483870967742
TarvD7	ENSG00000013583.nuc.ord	ENSG00000013583.nuc.ord.treefile	38.0	0.6551724137931034
TarvD7	ENSG00000013588.nuc.ord	ENSG00000013588.nuc.ord.treefile	14.0	0.2692307692307692
TarvD7	ENSG00000014123.nuc.ord	ENSG00000014123.nuc.ord.treefile	10.0	0.21739130434782608
TarvD7	ENSG00000014138.nuc.ord	ENSG00000014138.nuc.ord.treefile	18.0	0.28125
TarvD7	ENSG00000014257.nuc.ord	ENSG00000014257.nuc.ord.treefile	16.0	0.24242424242424243
TarvD7	ENSG00000014641.nuc.ord	ENSG00000014641.nuc.ord.treefile	26.0	0.43333333333333335
TarvD7	ENSG00000014824.nuc.ord	ENSG00000014824.nuc.ord.treefile	22.0	0.3548387096774194
TarvD7	ENSG00000014914.nuc.ord	ENSG00000014914.nuc.ord.treefile	18.0	0.2903225806451613
